Kood;Lühinimetus;Nimetus;Pikk_nimetus;Vanem_kood;Hierarhia_aste;Kehtivuse_alguse_kpv;Kehtivuse_lõpu_kpv;Viimane_muudatus_kpv;Staatus;Selgitus
ACB18;;"Perifeerse närvi kahjustuse ekstsisioon; mlexus brachialis";"Excision of lesion of peripheral nerve; brachial plexus";;0;01.01.2003;;;1;
ACB19;;"Perifeerse närvi kahjustuse ekstsisioon; muu või määratlemata";"Excision of lesion of peripheral nerve; other or unspecified";;0;01.01.2003;;;1;
ACB21;;"Perifeerse närvi õmblus; n. medianus";"Suture of peripheral nerve; median";;0;01.01.2003;;;1;
ACB22;;"Perifeerse närvi õmblus; n. radialis";"Suture of peripheral nerve; radial";;0;01.01.2003;;;1;
ACB23;;"Perifeerse närvi õmblus; n. ulnaris";"Suture of peripheral nerve; ulnar";;0;01.01.2003;;;1;
ACB24;;"Perifeerse närvi õmblus; n. peroneus";"Suture of peripheral nerve; peroneal";;0;01.01.2003;;;1;
ACB25;;"Perifeerse närvi õmblus; n. tibialis";"Suture of peripheral nerve; tibial";;0;01.01.2003;;;1;
ACB26;;"Perifeerse närvi õmblus; n. ischiadicus";"Suture of peripheral nerve; sciatic";;0;01.01.2003;;;1;
ACB27;;"Perifeerse närvi õmblus; plexus lumbalis";"Suture of peripheral nerve; lumbar plexus";;0;01.01.2003;;;1;
ACB28;;"Perifeerse närvi õmblus; mlexus brachialis";"Suture of peripheral nerve; brachial plexus";;0;01.01.2003;;;1;
ACB29;;"Perifeerse närvi õmblus; muu või määratlemata";"Suture of peripheral nerve; other or unspecified";;0;01.01.2003;;;1;
ACB91;;"Muu operatsioon perifeerse närvi kahjustuse puhul; n. medianus";"Other operation for lesion of peripheral nerve; median";;0;01.01.2003;;;1;
ACB92;;"Muu operatsioon perifeerse närvi kahjustuse puhul; n. radialis";"Other operation for lesion of peripheral nerve; radial";;0;01.01.2003;;;1;
ACB93;;"Muu operatsioon perifeerse närvi kahjustuse puhul; n. ulnaris";"Other operation for lesion of peripheral nerve; ulnar";;0;01.01.2003;;;1;
ACB94;;"Muu operatsioon perifeerse närvi kahjustuse puhul; n. peroneus";"Other operation for lesion of peripheral nerve; peroneal";;0;01.01.2003;;;1;
ACB95;;"Muu operatsioon perifeerse närvi kahjustuse puhul; n. tibialis";"Other operation for lesion of peripheral nerve; tibial";;0;01.01.2003;;;1;
ACB96;;"Muu operatsioon perifeerse närvi kahjustuse puhul; n. ischiadicus";"Other operation for lesion of peripheral nerve; sciatic";;0;01.01.2003;;;1;
ACB97;;"Muu operatsioon perifeerse närvi kahjustuse puhul; plexus lumbalis";"Other operation for lesion of peripheral nerve; lumbar plexus";;0;01.01.2003;;;1;
ACB98;;"Muu operatsioon perifeerse närvi kahjustuse puhul; mlexus brachialis";"Other operation for lesion of peripheral nerve; brachial plexus";;0;01.01.2003;;;1;
ACB99;;"Muu operatsioon perifeerse närvi kahjustuse puhul; muu või määratlemata";"Other operation for lesion of peripheral nerve; other or unspecified";;0;01.01.2003;;;1;
ACC11;;"Perifeerse närvi transtsisioon; n. medianus";"Transcision of peripheral nerve; median";;0;01.01.2003;;;1;
ACC12;;"Perifeerse närvi transtsisioon; n. radialis";"Transcision of peripheral nerve; radial";;0;01.01.2003;;;1;
ACC13;;"Perifeerse närvi transtsisioon; n. ulnaris";"Transcision of peripheral nerve; ulnar";;0;01.01.2003;;;1;
ACC14;;"Perifeerse närvi transtsisioon; n. peroneus";"Transcision of peripheral nerve; peroneal";;0;01.01.2003;;;1;
ACC15;;"Perifeerse närvi transtsisioon; n. tibialis";"Transcision of peripheral nerve; tibial";;0;01.01.2003;;;1;
ACC16;;"Perifeerse närvi transtsisioon; n. ischiadicus";"Transcision of peripheral nerve; sciatic";;0;01.01.2003;;;1;
ACC17;;"Perifeerse närvi transtsisioon; plexus lumbalis";"Transcision of peripheral nerve; lumbar plexus";;0;01.01.2003;;;1;
ACC18;;"Perifeerse närvi transtsisioon; mlexus brachialis";"Transcision of peripheral nerve; brachial plexus";;0;01.01.2003;;;1;
ACC19;;"Perifeerse närvi transtsisioon; muu või määratlemata";"Transcision of peripheral nerve; other or unspecified";;0;01.01.2003;;;1;
ACC21;;"Perifeerse närvi rekonstruktsioon; n. medianus";"Reconstruction of peripheral nerve; median";;0;01.01.2003;;;1;
ACC22;;"Perifeerse närvi rekonstruktsioon; n. radialis";"Reconstruction of peripheral nerve; radial";;0;01.01.2003;;;1;
ACC23;;"Perifeerse närvi rekonstruktsioon; n. ulnaris";"Reconstruction of peripheral nerve; ulnar";;0;01.01.2003;;;1;
ACC24;;"Perifeerse närvi rekonstruktsioon; n. peroneus";"Reconstruction of peripheral nerve; peroneal";;0;01.01.2003;;;1;
ACC25;;"Perifeerse närvi rekonstruktsioon; n. tibialis";"Reconstruction of peripheral nerve; tibial";;0;01.01.2003;;;1;
ACC26;;"Perifeerse närvi rekonstruktsioon; n. ischiadicus";"Reconstruction of peripheral nerve; sciatic";;0;01.01.2003;;;1;
ACC27;;"Perifeerse närvi rekonstruktsioon; plexus lumbalis";"Reconstruction of peripheral nerve; lumbar plexus";;0;01.01.2003;;;1;
ACC28;;"Perifeerse närvi rekonstruktsioon; mlexus brachialis";"Reconstruction of peripheral nerve; brachial plexus";;0;01.01.2003;;;1;
ACC29;;"Perifeerse närvi rekonstruktsioon; muu või määratlemata";"Reconstruction of peripheral nerve; other or unspecified";;0;01.01.2003;;;1;
ACC41;;"Perifeerse närvi transpositsioon; n. medianus";"Transposition of peripheral nerve; median";;0;01.01.2003;;;1;
ACC42;;"Perifeerse närvi transpositsioon; n. radialis";"Transposition of peripheral nerve; radial";;0;01.01.2003;;;1;
ACC43;;"Perifeerse närvi transpositsioon; n. ulnaris";"Transposition of peripheral nerve; ulnar";;0;01.01.2003;;;1;
ACC44;;"Perifeerse närvi transpositsioon; n. peroneus";"Transposition of peripheral nerve; peroneal";;0;01.01.2003;;;1;
ACC45;;"Perifeerse närvi transpositsioon; n. tibialis";"Transposition of peripheral nerve; tibial";;0;01.01.2003;;;1;
ACC46;;"Perifeerse närvi transpositsioon; n. ischiadicus";"Transposition of peripheral nerve; sciatic";;0;01.01.2003;;;1;
ACC47;;"Perifeerse närvi transpositsioon; plexus lumbalis";"Transposition of peripheral nerve; lumbar plexus";;0;01.01.2003;;;1;
ACC48;;"Perifeerse närvi transpositsioon; mlexus brachialis";"Transposition of peripheral nerve; brachial plexus";;0;01.01.2003;;;1;
ACC49;;"Perifeerse närvi transpositsioon; muu või määratlemata";"Transposition of peripheral nerve; other or unspecified";;0;01.01.2003;;;1;
ACC51;;"Perifeerse närvi liidetest vabastamine ja dekompressioon; n. medianus";"Decompression and freeing of adhesions of peripheral nerve; median";;0;01.01.2003;;;1;
ACC52;;"Perifeerse närvi liidetest vabastamine ja dekompressioon; n. radialis";"Decompression and freeing of adhesions of peripheral nerve; radial";;0;01.01.2003;;;1;
ACC53;;"Perifeerse närvi liidetest vabastamine ja dekompressioon; n. ulnaris";"Decompression and freeing of adhesions of peripheral nerve; ulnar";;0;01.01.2003;;;1;
ACC54;;"Perifeerse närvi liidetest vabastamine ja dekompressioon; n. peroneus";"Decompression and freeing of adhesions of peripheral nerve; peroneal";;0;01.01.2003;;;1;
ACC55;;"Perifeerse närvi liidetest vabastamine ja dekompressioon; n. tibialis";"Decompression and freeing of adhesions of peripheral nerve; tibial";;0;01.01.2003;;;1;
ACC56;;"Perifeerse närvi liidetest vabastamine ja dekompressioon; n. ischiadicus";"Decompression and freeing of adhesions of peripheral nerve; sciatic";;0;01.01.2003;;;1;
ACC57;;"Perifeerse närvi liidetest vabastamine ja dekompressioon; plexus lumbalis";"Decompression and freeing of adhesions of peripheral nerve; lumbar plexus";;0;01.01.2003;;;1;
ACC58;;"Perifeerse närvi liidetest vabastamine ja dekompressioon; mlexus brachialis";"Decompression and freeing of adhesions of peripheral nerve; brachial plexus";;0;01.01.2003;;;1;
ACC59;;"Perifeerse närvi liidetest vabastamine ja dekompressioon; muu või määratlemata";"Decompression and freeing of adhesions of peripheral nerve; other or unspecified";;0;01.01.2003;;;1;
ACC91;;"Muu operatsioon perifeerse närvi häiritud funktsiooni korral; n. medianus";"Other operation for impaired function of peripheral nerve; median";;0;01.01.2003;;;1;
ACC92;;"Muu operatsioon perifeerse närvi häiritud funktsiooni korral; n. radialis";"Other operation for impaired function of peripheral nerve; radial";;0;01.01.2003;;;1;
ACC93;;"Muu operatsioon perifeerse närvi häiritud funktsiooni korral; n. ulnaris";"Other operation for impaired function of peripheral nerve; ulnar";;0;01.01.2003;;;1;
ACC94;;"Muu operatsioon perifeerse närvi häiritud funktsiooni korral; n. peroneus";"Other operation for impaired function of peripheral nerve; peroneal";;0;01.01.2003;;;1;
ACC95;;"Muu operatsioon perifeerse närvi häiritud funktsiooni korral; n. tibialis";"Other operation for impaired function of peripheral nerve; tibial";;0;01.01.2003;;;1;
ACC96;;"Muu operatsioon perifeerse närvi häiritud funktsiooni korral; n. ischiadicus";"Other operation for impaired function of peripheral nerve; sciatic";;0;01.01.2003;;;1;
ACC97;;"Muu operatsioon perifeerse närvi häiritud funktsiooni korral; plexus lumbalis";"Other operation for impaired function of peripheral nerve; lumbar plexus";;0;01.01.2003;;;1;
ACC98;;"Muu operatsioon perifeerse närvi häiritud funktsiooni korral; mlexus brachialis";"Other operation for impaired function of peripheral nerve; brachial plexus";;0;01.01.2003;;;1;
ACC99;;"Muu operatsioon perifeerse närvi häiritud funktsiooni korral; muu või määratlemata";"Other operation for impaired function of peripheral nerve; other or unspecified";;0;01.01.2003;;;1;
ACW99;;Muu operatsioon perifeersel närvil;Other operation on peripheral nerve;;0;01.01.2003;;;1;
AD021;;Tsütoloogilise uuringumaterjali võtmine ninast ;Nasal probe taking for cytology;;0;01.01.2022;;;1;
ADA10;;Tservikaalsümpatektoomia;Cervical sympathectomy;;0;01.01.2003;;;1;
ADA20;;Torakaalsümpatektoomia;Thoracic sympathectomy;;0;01.01.2003;;;1;
ADA21;;Torakoskoopiline sümpatektoomia;Thoracoscopic sympathectomy;;0;01.01.2022;;;1;
ADA30;;Lumbaalsümpatektoomia;Lumbal sympathectomy;;0;01.01.2003;;;1;
ADA99;;Muu operatsioon sümpaatilisel närvil;Other operation on sympathetic nerve;;0;01.01.2003;;;1;
ADB00;;N. vagus’t stimuleeriva vahendi asetamine;Implantation of vagus nerve stimulating device;;0;01.01.2003;;;1;
ADW99;;Muu operatsioon autonoomsel närvisüsteemil;Other operation on autonomic nervous system;;0;01.01.2003;;;1;
AEA00;;Stimulatsioonivahendi impulssgeneraatori asendamine närvisüsteemis;Replacement of impulse generator of stimulation device in the nervous system;;0;01.01.2003;;;1;
AEA02;;Närvisüsteemi stimulaatori elektroodi vahetus;Exchange of electrode to nervous system stimulation device;;0;01.01.2022;;;1;
AEA20;;Stimulatsioonivahendi impulssgeneraatori eemaldamine närvisüsteemist;Removal of impulse generator of stimulation device in the nervous system;;0;01.01.2003;;;1;
AEA23;;Intrakraniaalse elektroodi eemaldamine;Removal of intracranial electrode;;0;01.01.2003;;;1;
AEA24;;Seljaaju stimulatsiooni elektroodi eemaldamine;Removal of spinal stimulation electrode;;0;01.01.2003;;;1;
AEA25;;Nervus vagus’e stimulatsiooni elektroodi eemaldamine;Removal of vagus nerve stimulation electrode;;0;01.01.2003;;;1;
AEA27;;Spinaalse stimulatsiooni elektroodi asendamine;Replacement of spinal stimulation electrode;;0;01.01.2010;;;1;
AEA30;;Asetatud süstevahendi pumba asendamine närvisüsteemis;Replacement of implanted pump of injection device in the nervous system;;0;01.01.2003;;;1;
AEA40;;Asetatud süstevahendi pumba eemaldamine närvisüsteemist;Removal of implanted pump of injection device in the nervous system;;0;01.01.2003;;;1;
AEA43;;Intrakraniaalse süstevahendi kateetri eemaldamine;Removal of catheter of intracranial injection device;;0;01.01.2003;;;1;
AEA44;;Seljaaju süstevahendi kateetri eemaldamine;Removal of catheter of spinal injection device;;0;01.01.2003;;;1;
AEA50;;Närvistimulaatori reguleerimine;Regulation of neural stimulation device;;0;01.01.2022;;;1;
AK101;;Sperma ettevalmistus raviks;Preparation of sperm for treatment;;0;01.01.2022;;;1;
AR025;;Loote üsasisese vereanalüüsi võtmine;Transvaginal blood drawing from fetus;;0;01.01.2022;;;1;
AWA00;;Haava dehistsentsi korrektsioon neurokirurgias;Repair of wound dehiscence in surgery of the nervous system;;0;01.01.2003;;;1;
AWB00;;Kordusoperatsioon pindmise infektsiooni korral neurokirurgias;Reoperation for superficial infection in surgery of the nervous system;;0;01.01.2003;;;1;
AWC00;;Kordusoperatsioon süvainfektsiooni korral neurokirurgias;Reoperation for deep infection in surgery of the nervous system;;0;01.01.2003;;;1;
AWD00;;Kordusoperatsioon pindmise verejooksu korral neurokirurgias;Reoperation for superficial haemorrhage in surgery of the nervous system;;0;01.01.2003;;;1;
AWE00;;Kordusoperatsioon sisemise verejooksu korral neurokirurgias;Reoperation for deep haemorrhage in surgery of the nervous system;;0;01.01.2003;;;1;
AWW99;;Muu kordusoperatsioon neurokirurgias;Other reoperation in surgery of the nervous system;;0;01.01.2003;;;1;
AXX90;;Valuravimi testimine;Testing medication against pain;;0;01.01.2022;;;1;
BAA00;;Kilpnäärme biopsia;Biopsy of thyroid gland;;0;01.01.2003;;;1;
BAA05;;Kilpnäärme eksploratsioon;Exploration of thyroid gland;;0;01.01.2003;;;1;
BAA10;;Kilpnäärme intsisioon;Incision of thyroid gland;;0;01.01.2003;;;1;
BAA20;;Ühepoolne osaline kilpnäärme ekstsisioon;Unilateral partial excision of thyroid gland;;0;01.01.2003;;;1;
BAA25;;Mõlemapoolne osaline kilpnäärme ekstsisioon;Bilateral partial excision of thyroid gland;;0;01.01.2003;;;1;
BAA30;;Kilpnäärme istmuse ekstsisioon;Excision of thyroid isthmus;;0;01.01.2003;;;1;
BAA40;;Ühepoolne kilpnäärme lobektoomia;Unilateral lobectomy of thyroid gland;;0;01.01.2003;;;1;
BAA50;;Lobektoomia ja vastaspoolse kilpnäärmesagara resektsioon;Lobectomy and resection of contralateral lobe of thyroid gland;;0;01.01.2003;;;1;
BAA60;;Totaalne türeoidektoomia;Total thyroidectomy;;0;01.01.2003;;;1;
BAA99;;Muu operatsioon kilpnäärmel;Other operation on thyroid gland;;0;01.01.2003;;;1;
BBA10;;Kõrvalkilpnäärme biopsia;Biopsy of parathyroid gland;;0;01.01.2003;;;1;
BBA20;;Kõrvalkilpnäärme eksploratsioon;Exploration of parathyroid gland;;0;01.01.2003;;;1;
BBA30;;Kõrvalkilpnäärme lesiooni ekstsisioon;Excision of parathyroid gland;;0;01.01.2003;;;1;
BBA40;;Subtotaalne paratüreoidektoomia;Subtotal parathyroidectomy;;0;01.01.2003;;;1;
BBA50;;Totaalne paratüreoidektoomia;Total parathyroidectomy;;0;01.01.2003;;;1;
BBA70;;Kõrvalkilpnäärme implantatsioon või transplantatsioon;Implantation or transplantation of parathyroid gland;;0;01.01.2003;;;1;
BBA99;;Muud operatsioonid kõrvalkilpnäärmel;Other operation on parathyroid gland;;0;01.01.2003;;;1;
BCA10;;Neerupealise biopsia;Biopsy of adrenal gland;;0;01.01.2003;;;1;
BCA11;;Laparoskoopiline neerupealise biopsia;Laparoscopic biopsy of adrenal gland;;0;01.01.2003;;;1;
BCA15;;Neerupealise intsisioon;Incision of adrenal gland;;0;01.01.2003;;;1;
BCA20;;Neerupealise lesiooni ekstsisioon;Excision of lesion of adrenal gland;;0;01.01.2003;;;1;
BCA30;;Ühepoolne adrenalektoomia;Unilateral adrenalectomy;;0;01.01.2003;;;1;
BCA31;;Laparoskoopiline ühepoolne adrenalektoomia;Laparoscopic unilateral adrenalectomy;;0;01.01.2003;;;1;
BCA40;;Bilateraalne adrenalektoomia;Bilateral adrenalectomy;;0;01.01.2003;;;1;
BCA41;;Laparoskoopiline bilateraalne adrenalektoomia;Laparoscopic bilateral adrenalectomy;;0;01.01.2003;;;1;
BCA99;;Muud operatsioonid neerupealisel;Other operation on adrenal gland;;0;01.01.2003;;;1;
BDA10;;Operatsioon karotiidkehal;Operation on carotid body;;0;01.01.2003;;;1;
BWA00;;Haava dehistsentsi korrektsioon endokriinkirurgias;Repair of wound dehiscence in endocrine surgery;;0;01.01.2003;;;1;
BWB00;;Kordusoperatsioon pindmise infektsiooni korral endokriinkirurgias;Reoperation for superficial infection in endocrine surgery;;0;01.01.2003;;;1;
BWC00;;Kordusoperatsioon süvainfektsiooni korral endokriinkirurgias;Reoperation for deep infection in endocrine surgery;;0;01.01.2003;;;1;
BWD00;;Kordusoperatsioon pindmise verejooksu korral endokriinkirurgias;Reoperation for superficial haemorrhage in endocrine surgery;;0;01.01.2003;;;1;
BWE00;;Kordusoperatsioon sisemise verejooksu korral endokriinkirurgias;Reoperation for deep haemorrhage in endocrine surgery;;0;01.01.2003;;;1;
BWW99;;Muu kordusoperatsioon endokriinkirurgias;Other reoperation in endocrine surgery;;0;01.01.2003;;;1;
CAA00;;Orbita abstsessi punktsioon;Puncture of orbital abscess;;0;01.01.2003;;;1;
CAA10;;Diagnostiline eesmine orbitotoomia;Exploratory anterior orbitotomy;;0;01.01.2003;;;1;
CAA20;;Diagnostiline lateraalne orbitotoomia;Exploratory lateral orbitotomy;;0;01.01.2003;;;1;
CAA30;;Orbita biopsia;Biopsy of orbit;;0;01.01.2003;;;1;
CAB00;;Eesmine orbitotoomia koos kahjustuse ekstsisiooniga;Anterior orbitotomy with excision of lesion;;0;01.01.2003;;;1;
CAB10;;Lateraalne orbitotoomia koos kahjustuse ekstsisiooniga;Lateral orbitotomy with excision of lesion;;0;01.01.2003;;;1;
CAB40;;Transkraniaalne orbitotoomia koos kahjustuse ekstsisiooniga;Transcranial orbitotomy with excision of lesion;;0;01.01.2003;;;1;
CAB50;;Orbitotoomia koos võõrkeha eemaldamisega;Orbitotomy with removal of foreign body;;0;01.01.2003;;;1;
CAC00;;Orbita seina rekonstruktsioon;Reconstruction of orbital wall;;0;01.01.2003;;;1;
CAC10;;Orbita seina rekonstruktsioon luulise transplantaadi või plaadiga;Reconstruction of orbital wall using bone graft or plate;;0;01.01.2003;;;1;
CAC20;;Orbita lateraalne dekompressioon;Lateral decompression of orbit;;0;01.01.2003;;;1;
CAC30;;Orbita dekompressioon siinusteni;Decompression of orbit to sinuses;;0;01.01.2003;;;1;
CAC40;;Orbita ülaseina või optilise kanali transkraniaalne dekompressioon;Transcranial decompression of orbital roof or optic canal;;0;01.01.2003;;;1;
CAC42;;Orbita dekompressioon kasutades koronaaljuurdepääsu;Decompression of orbit by coronal approach;;0;01.01.2003;;;1;
CAC44;;Orbita kombineeritud dekompressioon;Combined decompression of orbit;;0;01.01.2003;;;1;
CAC50;;Orbita seina kaasasündinud anomaaliaid likvideeriv operatsioon;Repair of congenital malformation of orbital wall;;0;01.01.2003;;;1;
CAD00;;Orbita eksenteratsioon koos transplantaadi või koelapi kasutamisega;Exenteration of orbit with use of graft or flap;;0;01.01.2003;;;1;
CAE00;;Implantaadi eemaldamine orbitast;Removal of implant from orbit;;0;01.01.2003;;;1;
CAE10;;Revisioon ja sekundaarse implantaadi paigaldamine orbitasse;Revision and secondary implant in orbit;;0;01.01.2003;;;1;
CAE20;;Konjuktiivkoti revisioon koos konjuktiivi siirdamisega;Revision of conjunctival sac with graft;;0;01.01.2003;;;1;
CAW99;;Muu operatsioon orbital;Other operation on orbit;;0;01.01.2003;;;1;
CBA00;;Silmalau intsisioon;Incision of eyelid;;0;01.01.2003;;;1;
CBA10;;Silmalau biopsia;Biopsy of eyelid;;0;01.01.2003;;;1;
CBB00;;Halasiooni (“rahetera”) ekstsisioon;Excision of chalazion;;0;01.01.2003;;;1;
CBB10;;Silmalau üleliigse naha ekstsisioon;Excision of redundant skin of eyelid;;0;01.01.2003;;;1;
CBB15;;Silmalaust väljavõlvunud rasvkoe resektsioon;Resection of herniated fat from eyelid;;0;01.01.2003;;;1;
CBB20;;Silmalau lodeva naha korrektsioon ja väljavõlvunud rasvkoe resektsioon;Correction of lax skin of eyelid and resection of herniated fat;;0;01.01.2003;;;1;
CBB30;;Silmalau kahjustuse ekstsisioon;Excision of lesion of eyelid;;0;01.01.2003;;;1;
CBB32;;Silmalau lesiooni destruktsioon;Destruction of lesion of eyelid;;0;01.01.2012;;;1;
